Client Name,Parent Client Name,Ticket Number,Complete Date,Survey Rating
BATAVIA Local Schools_OH_0046300,,T20250729.0107,7/29/2025,
BATAVIA Local Schools_OH_0046300,,T20250729.0108,7/29/2025,
BATAVIA Local Schools_OH_0046300,,T20250729.0118,7/29/2025,
BATAVIA Local Schools_OH_0046300,,T20250729.0123,7/29/2025,
BATAVIA Local Schools_OH_0046300,,T20250729.0126,7/29/2025,
BATAVIA Local Schools_OH_0046300,,T20250729.0130,7/29/2025,
BATAVIA Local Schools_OH_0046300,,T20250729.0133,7/29/2025,
BATAVIA Local Schools_OH_0046300,,T20250729.0137,7/29/2025,
BATAVIA Local Schools_OH_0046300,,T20250729.0138,7/29/2025,
BATAVIA Local Schools_OH_0046300,,T20250909.0261,9/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250829.0197,8/29/2025,
BATAVIA Local Schools_OH_0046300,,T20250729.0139,7/29/2025,
BATAVIA Local Schools_OH_0046300,,T20250729.0141,7/29/2025,
BATAVIA Local Schools_OH_0046300,,T20250729.0150,7/29/2025,
BATAVIA Local Schools_OH_0046300,,T20250729.0151,7/29/2025,
BATAVIA Local Schools_OH_0046300,,T20250729.0162,7/29/2025,
BATAVIA Local Schools_OH_0046300,,T20250729.0163,7/29/2025,
BATAVIA Local Schools_OH_0046300,,T20250729.0187,7/29/2025,
BATAVIA Local Schools_OH_0046300,,T20250729.0188,7/30/2025,
BATAVIA Local Schools_OH_0046300,,T20250729.0201,7/30/2025,
BATAVIA Local Schools_OH_0046300,,T20250729.0202,7/30/2025,
BATAVIA Local Schools_OH_0046300,,T20250720.0014,7/22/2025,
BATAVIA Local Schools_OH_0046300,,T20250720.0015,7/22/2025,
BATAVIA Local Schools_OH_0046300,,T20250720.0019,7/25/2025,
BATAVIA Local Schools_OH_0046300,,T20251118.0029,11/18/2025,
BATAVIA Local Schools_OH_0046300,,T20251205.0056,12/5/2025,
BATAVIA Local Schools_OH_0046300,,T20250915.0095,9/15/2025,
BATAVIA Local Schools_OH_0046300,,T20251202.0005,12/2/2025,
BATAVIA Local Schools_OH_0046300,,T20250915.0164,9/15/2025,
BATAVIA Local Schools_OH_0046300,,T20251111.0165,11/11/2025,
BATAVIA Local Schools_OH_0046300,,T20251209.0037,12/9/2025,
BATAVIA Local Schools_OH_0046300,,T20250811.0121,8/11/2025,
BATAVIA Local Schools_OH_0046300,,T20251112.0041,11/12/2025,
BATAVIA Local Schools_OH_0046300,,T20250801.0111,8/1/2025,
BATAVIA Local Schools_OH_0046300,,T20250802.0014,8/2/2025,
BATAVIA Local Schools_OH_0046300,,T20250802.0022,8/4/2025,
BATAVIA Local Schools_OH_0046300,,T20250814.0036,8/14/2025,
BATAVIA Local Schools_OH_0046300,,T20250813.0243,8/14/2025,
BATAVIA Local Schools_OH_0046300,,T20250814.0078,8/14/2025,
BATAVIA Local Schools_OH_0046300,,T20251112.0152,11/13/2025,
BATAVIA Local Schools_OH_0046300,,T20250827.0293,8/27/2025,
BATAVIA Local Schools_OH_0046300,,T20250827.0307,8/27/2025,
BATAVIA Local Schools_OH_0046300,,T20250814.0099,8/14/2025,
BATAVIA Local Schools_OH_0046300,,T20250814.0108,8/14/2025,
BATAVIA Local Schools_OH_0046300,,T20250814.0144,8/14/2025,
BATAVIA Local Schools_OH_0046300,,T20250829.0273,8/29/2025,5
BATAVIA Local Schools_OH_0046300,,T20250829.0282,8/29/2025,
BATAVIA Local Schools_OH_0046300,,T20250829.0285,8/29/2025,
BATAVIA Local Schools_OH_0046300,,T20250829.0292,9/2/2025,
BATAVIA Local Schools_OH_0046300,,T20250829.0294,8/30/2025,
BATAVIA Local Schools_OH_0046300,,T20250830.0019,8/30/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0110,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0116,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0117,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0118,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0123,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0126,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0127,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0128,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0129,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0130,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0131,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0133,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0134,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0139,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0140,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250814.0168,8/14/2025,
BATAVIA Local Schools_OH_0046300,,T20250814.0172,8/14/2025,
BATAVIA Local Schools_OH_0046300,,T20251205.0175,12/8/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0142,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0143,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0144,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0145,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0146,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0147,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0156,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0157,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0159,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0160,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0162,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0163,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0169,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0170,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0172,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0173,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0175,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0176,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0177,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0178,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0179,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0181,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0183,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0184,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0185,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0186,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0188,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0189,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0190,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250804.0061,8/4/2025,
BATAVIA Local Schools_OH_0046300,,T20250804.0088,8/4/2025,5
BATAVIA Local Schools_OH_0046300,,T20250814.0249,8/14/2025,
BATAVIA Local Schools_OH_0046300,,T20250827.0332,8/27/2025,
BATAVIA Local Schools_OH_0046300,,T20250827.0355,8/27/2025,
BATAVIA Local Schools_OH_0046300,,T20250827.0374,8/28/2025,
BATAVIA Local Schools_OH_0046300,,T20250722.0052,7/24/2025,
BATAVIA Local Schools_OH_0046300,,T20250722.0057,7/22/2025,
BATAVIA Local Schools_OH_0046300,,T20250723.0006,7/23/2025,
BATAVIA Local Schools_OH_0046300,,T20250723.0007,7/28/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0329,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0331,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0333,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0334,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0335,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0337,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0339,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0340,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0345,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0347,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0354,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0355,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0356,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250710.0015,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250918.0276,9/18/2025,
BATAVIA Local Schools_OH_0046300,,T20250811.0219,8/12/2025,
BATAVIA Local Schools_OH_0046300,,T20250812.0004,8/12/2025,
BATAVIA Local Schools_OH_0046300,,T20250812.0009,8/12/2025,
BATAVIA Local Schools_OH_0046300,,T20251007.0193,10/8/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0009,7/9/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0010,7/9/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0011,7/9/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0012,7/9/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0013,7/9/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0014,7/9/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0191,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0192,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250709.0194,7/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250811.0178,8/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250811.0195,8/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250811.0196,8/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250811.0202,8/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250811.0206,8/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250811.0207,8/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250811.0209,8/12/2025,
BATAVIA Local Schools_OH_0046300,,T20250811.0210,8/12/2025,
BATAVIA Local Schools_OH_0046300,,T20251017.0086,10/17/2025,
BATAVIA Local Schools_OH_0046300,,T20251119.0093,11/19/2025,
BATAVIA Local Schools_OH_0046300,,T20250910.0079,9/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250804.0092,8/4/2025,
BATAVIA Local Schools_OH_0046300,,T20250804.0093,8/4/2025,
BATAVIA Local Schools_OH_0046300,,T20250804.0100,8/5/2025,
BATAVIA Local Schools_OH_0046300,,T20250804.0135,8/4/2025,
BATAVIA Local Schools_OH_0046300,,T20250804.0146,8/4/2025,
BATAVIA Local Schools_OH_0046300,,T20250804.0147,8/4/2025,
BATAVIA Local Schools_OH_0046300,,T20250804.0148,8/4/2025,
BATAVIA Local Schools_OH_0046300,,T20250804.0149,8/4/2025,
BATAVIA Local Schools_OH_0046300,,T20250804.0150,8/4/2025,
BATAVIA Local Schools_OH_0046300,,T20250804.0151,8/4/2025,
BATAVIA Local Schools_OH_0046300,,T20251017.0185,10/17/2025,
BATAVIA Local Schools_OH_0046300,,T20251017.0201,10/17/2025,
BATAVIA Local Schools_OH_0046300,,T20250814.0272,8/14/2025,
BATAVIA Local Schools_OH_0046300,,T20250814.0276,8/14/2025,
BATAVIA Local Schools_OH_0046300,,T20250814.0304,8/15/2025,
BATAVIA Local Schools_OH_0046300,,T20251020.0018,10/20/2025,
BATAVIA Local Schools_OH_0046300,,T20251207.0023,12/8/2025,
BATAVIA Local Schools_OH_0046300,,T20251207.0024,12/8/2025,
BATAVIA Local Schools_OH_0046300,,T20251207.0025,12/8/2025,
BATAVIA Local Schools_OH_0046300,,T20251207.0026,12/8/2025,
BATAVIA Local Schools_OH_0046300,,T20251208.0194,12/9/2025,
BATAVIA Local Schools_OH_0046300,,T20251208.0195,12/9/2025,
BATAVIA Local Schools_OH_0046300,,T20250807.0078,8/7/2025,
BATAVIA Local Schools_OH_0046300,,T20250807.0079,8/7/2025,
BATAVIA Local Schools_OH_0046300,,T20250807.0089,8/7/2025,
BATAVIA Local Schools_OH_0046300,,T20250807.0092,8/7/2025,
BATAVIA Local Schools_OH_0046300,,T20250807.0094,8/7/2025,
BATAVIA Local Schools_OH_0046300,,T20251229.0006,12/29/2025,
BATAVIA Local Schools_OH_0046300,,T20251229.0014,12/29/2025,
BATAVIA Local Schools_OH_0046300,,T20251229.0016,12/29/2025,
BATAVIA Local Schools_OH_0046300,,T20251229.0021,12/29/2025,
BATAVIA Local Schools_OH_0046300,,T20250804.0180,8/5/2025,
BATAVIA Local Schools_OH_0046300,,T20250804.0181,8/4/2025,
BATAVIA Local Schools_OH_0046300,,T20250828.0199,8/28/2025,
BATAVIA Local Schools_OH_0046300,,T20250828.0200,8/28/2025,
BATAVIA Local Schools_OH_0046300,,T20251110.0036,11/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250730.0204,7/30/2025,
BATAVIA Local Schools_OH_0046300,,T20250730.0235,7/30/2025,
BATAVIA Local Schools_OH_0046300,,T20250730.0236,7/30/2025,
BATAVIA Local Schools_OH_0046300,,T20251110.0104,11/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250929.0149,9/29/2025,
BATAVIA Local Schools_OH_0046300,,T20250721.0032,7/22/2025,
BATAVIA Local Schools_OH_0046300,,T20250721.0057,7/21/2025,
BATAVIA Local Schools_OH_0046300,,T20251208.0058,12/8/2025,
BATAVIA Local Schools_OH_0046300,,T20251218.0010,12/18/2025,
BATAVIA Local Schools_OH_0046300,,T20250730.0243,7/31/2025,
BATAVIA Local Schools_OH_0046300,,T20250730.0248,7/31/2025,
BATAVIA Local Schools_OH_0046300,,T20250730.0254,7/31/2025,
BATAVIA Local Schools_OH_0046300,,T20250730.0257,7/31/2025,
BATAVIA Local Schools_OH_0046300,,T20250730.0258,7/31/2025,
BATAVIA Local Schools_OH_0046300,,T20250730.0259,7/31/2025,
BATAVIA Local Schools_OH_0046300,,T20250730.0260,7/30/2025,
BATAVIA Local Schools_OH_0046300,,T20250730.0261,7/30/2025,
BATAVIA Local Schools_OH_0046300,,T20250731.0016,7/31/2025,
BATAVIA Local Schools_OH_0046300,,T20250721.0095,7/22/2025,
BATAVIA Local Schools_OH_0046300,,T20250721.0096,7/22/2025,
BATAVIA Local Schools_OH_0046300,,T20250721.0100,7/22/2025,
BATAVIA Local Schools_OH_0046300,,T20250722.0029,7/22/2025,
BATAVIA Local Schools_OH_0046300,,T20250722.0030,7/22/2025,
BATAVIA Local Schools_OH_0046300,,T20251013.0116,10/13/2025,
BATAVIA Local Schools_OH_0046300,,T20251013.0119,10/14/2025,
BATAVIA Local Schools_OH_0046300,,T20251119.0053,11/19/2025,
BATAVIA Local Schools_OH_0046300,,T20251119.0546,11/19/2025,
BATAVIA Local Schools_OH_0046300,,T20250915.0218,9/15/2025,
BATAVIA Local Schools_OH_0046300,,T20251106.0057,11/6/2025,
BATAVIA Local Schools_OH_0046300,,T20250723.0099,7/24/2025,
BATAVIA Local Schools_OH_0046300,,T20250724.0014,7/24/2025,
BATAVIA Local Schools_OH_0046300,,T20250724.0015,7/24/2025,
BATAVIA Local Schools_OH_0046300,,T20250724.0017,7/24/2025,
BATAVIA Local Schools_OH_0046300,,T20250724.0018,7/24/2025,
BATAVIA Local Schools_OH_0046300,,T20250724.0019,7/24/2025,
BATAVIA Local Schools_OH_0046300,,T20250724.0020,7/24/2025,
BATAVIA Local Schools_OH_0046300,,T20250724.0021,7/24/2025,
BATAVIA Local Schools_OH_0046300,,T20250724.0022,7/24/2025,
BATAVIA Local Schools_OH_0046300,,T20251208.0086,12/8/2025,
BATAVIA Local Schools_OH_0046300,,T20251208.0089,12/8/2025,
BATAVIA Local Schools_OH_0046300,,T20251208.0108,12/8/2025,
BATAVIA Local Schools_OH_0046300,,T20251208.0120,12/8/2025,
BATAVIA Local Schools_OH_0046300,,T20251208.0142,12/8/2025,
BATAVIA Local Schools_OH_0046300,,T20250826.0100,8/26/2025,
BATAVIA Local Schools_OH_0046300,,T20250826.0132,8/26/2025,
BATAVIA Local Schools_OH_0046300,,T20250826.0142,8/26/2025,
BATAVIA Local Schools_OH_0046300,,T20251226.0007,12/29/2025,
BATAVIA Local Schools_OH_0046300,,T20251226.0008,12/29/2025,
BATAVIA Local Schools_OH_0046300,,T20250804.0030,8/4/2025,
BATAVIA Local Schools_OH_0046300,,T20251103.0608,11/3/2025,
BATAVIA Local Schools_OH_0046300,,T20250828.0015,8/28/2025,
BATAVIA Local Schools_OH_0046300,,T20250910.0172,9/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250828.0257,8/28/2025,
BATAVIA Local Schools_OH_0046300,,T20251120.0006,11/20/2025,5
BATAVIA Local Schools_OH_0046300,,T20250807.0102,8/7/2025,
BATAVIA Local Schools_OH_0046300,,T20250807.0107,8/7/2025,
BATAVIA Local Schools_OH_0046300,,T20250807.0111,8/7/2025,
BATAVIA Local Schools_OH_0046300,,T20250807.0124,8/8/2025,
BATAVIA Local Schools_OH_0046300,,T20251006.0010,10/7/2025,
BATAVIA Local Schools_OH_0046300,,T20250807.0148,8/7/2025,
BATAVIA Local Schools_OH_0046300,,T20250807.0154,8/7/2025,
BATAVIA Local Schools_OH_0046300,,T20250807.0162,8/7/2025,
BATAVIA Local Schools_OH_0046300,,T20250807.0193,8/8/2025,
BATAVIA Local Schools_OH_0046300,,T20250807.0196,8/8/2025,
BATAVIA Local Schools_OH_0046300,,T20250822.0387,8/22/2025,
BATAVIA Local Schools_OH_0046300,,T20250823.0014,8/23/2025,
BATAVIA Local Schools_OH_0046300,,T20250823.0025,8/23/2025,
BATAVIA Local Schools_OH_0046300,,T20250823.0032,8/25/2025,
BATAVIA Local Schools_OH_0046300,,T20250826.0161,8/26/2025,
BATAVIA Local Schools_OH_0046300,,T20250826.0178,8/26/2025,
BATAVIA Local Schools_OH_0046300,,T20250929.0087,9/29/2025,
BATAVIA Local Schools_OH_0046300,,T20251001.0101,10/1/2025,
BATAVIA Local Schools_OH_0046300,,T20251219.0005,12/19/2025,
BATAVIA Local Schools_OH_0046300,,T20250910.0204,9/10/2025,
BATAVIA Local Schools_OH_0046300,,T20250824.0039,8/24/2025,
BATAVIA Local Schools_OH_0046300,,T20250824.0066,8/25/2025,
BATAVIA Local Schools_OH_0046300,,T20250825.0015,8/25/2025,
BATAVIA Local Schools_OH_0046300,,T20250825.0017,8/25/2025,
BATAVIA Local Schools_OH_0046300,,T20250825.0028,8/25/2025,
BATAVIA Local Schools_OH_0046300,,T20251103.0882,11/3/2025,
BATAVIA Local Schools_OH_0046300,,T20251103.0886,11/3/2025,
BATAVIA Local Schools_OH_0046300,,T20251209.0133,12/9/2025,
BATAVIA Local Schools_OH_0046300,,T20250808.0010,8/8/2025,
BATAVIA Local Schools_OH_0046300,,T20250808.0044,8/8/2025,
BATAVIA Local Schools_OH_0046300,,T20250812.0049,8/12/2025,
BATAVIA Local Schools_OH_0046300,,T20250812.0050,8/12/2025,
BATAVIA Local Schools_OH_0046300,,T20251105.0017,11/5/2025,
BATAVIA Local Schools_OH_0046300,,T20250911.0009,9/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250812.0061,8/12/2025,
BATAVIA Local Schools_OH_0046300,,T20250812.0079,8/12/2025,
BATAVIA Local Schools_OH_0046300,,T20250812.0090,8/12/2025,
BATAVIA Local Schools_OH_0046300,,T20251230.0008,12/30/2025,
BATAVIA Local Schools_OH_0046300,,T20260102.0008,1/3/2026,
BATAVIA Local Schools_OH_0046300,,T20260102.0009,1/3/2026,
BATAVIA Local Schools_OH_0046300,,T20251022.0153,10/22/2025,
BATAVIA Local Schools_OH_0046300,,T20251022.0154,10/22/2025,
BATAVIA Local Schools_OH_0046300,,T20250812.0104,8/12/2025,
BATAVIA Local Schools_OH_0046300,,T20250812.0106,8/12/2025,
BATAVIA Local Schools_OH_0046300,,T20250812.0114,8/12/2025,
BATAVIA Local Schools_OH_0046300,,T20250812.0125,8/12/2025,
BATAVIA Local Schools_OH_0046300,,T20250812.0133,8/12/2025,
BATAVIA Local Schools_OH_0046300,,T20250826.0423,8/26/2025,
BATAVIA Local Schools_OH_0046300,,T20250901.0044,9/1/2025,
BATAVIA Local Schools_OH_0046300,,T20250901.0051,9/1/2025,
BATAVIA Local Schools_OH_0046300,,T20250901.0062,9/2/2025,
BATAVIA Local Schools_OH_0046300,,T20250902.0007,9/2/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0053,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0054,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0055,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0056,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0057,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0059,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0060,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0061,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0062,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0063,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0064,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0065,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0066,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0067,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0068,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0095,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0096,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0100,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0102,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0103,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0104,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0105,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0106,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0109,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0110,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0112,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0114,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0122,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0123,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0124,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0125,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0126,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0127,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0128,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0129,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0130,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0131,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0132,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0133,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0134,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0135,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0136,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0139,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0143,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0145,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0146,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0149,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0150,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0154,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250711.0158,7/11/2025,
BATAVIA Local Schools_OH_0046300,,T20250712.0014,7/15/2025,
BATAVIA Local Schools_OH_0046300,,T20251113.0090,11/13/2025,
BATAVIA Local Schools_OH_0046300,,T20250826.0462,8/26/2025,
BATAVIA Local Schools_OH_0046300,,T20251030.0146,10/31/2025,
BATAVIA Local Schools_OH_0046300,,T20251113.0147,11/13/2025,
BATAVIA Local Schools_OH_0046300,,T20251104.0115,11/4/2025,
BATAVIA Local Schools_OH_0046300,,T20251104.0117,11/4/2025,
BATAVIA Local Schools_OH_0046300,,T20251104.0123,11/4/2025,
BATAVIA Local Schools_OH_0046300,,T20251104.0125,11/4/2025,
BATAVIA Local Schools_OH_0046300,,T20251114.0011,11/14/2025,
BATAVIA Local Schools_OH_0046300,,T20251114.0046,11/14/2025,
BATAVIA Local Schools_OH_0046300,,T20250828.0356,8/28/2025,
BATAVIA Local Schools_OH_0046300,,T20250812.0185,8/12/2025,
BATAVIA Local Schools_OH_0046300,,T20251022.0075,10/22/2025,5
BATAVIA Local Schools_OH_0046300,,T20251022.0078,10/22/2025,
BATAVIA Local Schools_OH_0046300,,T20250905.0304,9/8/2025,
BATAVIA Local Schools_OH_0046300,,T20250905.0305,9/8/2025,
BATAVIA Local Schools_OH_0046300,,T20250905.0306,9/8/2025,
BATAVIA Local Schools_OH_0046300,,T20250905.0307,9/8/2025,
BATAVIA Local Schools_OH_0046300,,T20250905.0308,9/5/2025,
BATAVIA Local Schools_OH_0046300,,T20250714.0136,7/15/2025,
BATAVIA Local Schools_OH_0046300,,T20250714.0137,7/15/2025,
BATAVIA Local Schools_OH_0046300,,T20250714.0139,7/15/2025,
BATAVIA Local Schools_OH_0046300,,T20250714.0140,7/15/2025,
BATAVIA Local Schools_OH_0046300,,T20250714.0147,7/15/2025,
BATAVIA Local Schools_OH_0046300,,T20250714.0150,7/15/2025,
BATAVIA Local Schools_OH_0046300,,T20250714.0154,7/15/2025,
BATAVIA Local Schools_OH_0046300,,T20250714.0155,7/15/2025,
BATAVIA Local Schools_OH_0046300,,T20250714.0157,7/15/2025,
BATAVIA Local Schools_OH_0046300,,T20250714.0158,7/15/2025,
BATAVIA Local Schools_OH_0046300,,T20250714.0160,7/15/2025,
BATAVIA Local Schools_OH_0046300,,T20250714.0161,7/15/2025,
BATAVIA Local Schools_OH_0046300,,T20250714.0162,7/15/2025,
BATAVIA Local Schools_OH_0046300,,T20250714.0163,7/15/2025,
BATAVIA Local Schools_OH_0046300,,T20250714.0164,7/15/2025,
BATAVIA Local Schools_OH_0046300,,T20250714.0167,7/15/2025,
BATAVIA Local Schools_OH_0046300,,T20250714.0169,7/15/2025,
BATAVIA Local Schools_OH_0046300,,T20250714.0170,7/15/2025,
BATAVIA Local Schools_OH_0046300,,T20250714.0173,7/15/2025,
BATAVIA Local Schools_OH_0046300,,T20250714.0174,7/15/2025,
BATAVIA Local Schools_OH_0046300,,T20250714.0175,7/15/2025,
BATAVIA Local Schools_OH_0046300,,T20250714.0176,7/15/2025,
BATAVIA Local Schools_OH_0046300,,T20250714.0177,7/15/2025,
BATAVIA Local Schools_OH_0046300,,T20250714.0178,7/15/2025,
BATAVIA Local Schools_OH_0046300,,T20250714.0179,7/15/2025,
BATAVIA Local Schools_OH_0046300,,T20250714.0180,7/15/2025,
BATAVIA Local Schools_OH_0046300,,T20250714.0181,7/15/2025,
BATAVIA Local Schools_OH_0046300,,T20250714.0182,7/15/2025,
